#	u	v	w	ant1	ant2	distance	region	sector	flag
12465	216649.00061645638	1225305.4277517144	264793.4046531048	109	105	3.0496835720237334E12	25	1	false
12466	-1513541.9579149256	648749.808790783	-906589.4852772412	115	112	3.132561887181102E12	25	3	false
12467	1513541.9579149256	-648749.808790783	906589.4852772412	112	115	3.132561887181102E12	25	7	false
12468	-1293823.3107589716	857047.6897520433	-967908.766365181	116	109	3.143040244481936E12	25	3	false
12469	1293823.3107589716	-857047.6897520433	967908.766365181	109	116	3.143040244481936E12	25	7	false
12470	-578091.0211095456	1186881.9864673237	-489218.5834859633	112	99	3.1515669282887183E12	25	2	false
12471	578091.0211095456	-1186881.9864673237	489218.5834859633	99	112	3.1515669282887183E12	25	6	false
12472	996413.597171593	-1048169.131868344	988920.27445375	91	111	3.19015711463171E12	25	6	false
12473	-996413.597171593	1048169.131868344	-988920.27445375	111	91	3.19015711463171E12	25	2	false
12474	-1568064.292574638	613242.3138963233	-1281079.721209797	113	104	3.2109578967534336E12	25	3	false
12475	1568064.292574638	-613242.3138963233	1281079.721209797	104	113	3.2109578967534336E12	25	7	false
12476	-1788602.5929831008	147144.76770158714	-483186.25917691767	117	119	3.24240240094978E12	25	3	false
12477	1788602.5929831008	-147144.76770158714	483186.25917691767	119	117	3.24240240094978E12	25	7	false
12478	1032367.4070748179	-1046133.6026403472	1036061.8315545669	90	111	3.254573492336927E12	25	6	false
12479	-1032367.4070748179	1046133.6026403472	-1036061.8315545669	111	90	3.254573492336927E12	25	2	false
12480	-730297.5167885204	1182412.3788709864	-677213.3420332179	111	101	3.3295325304421694E12	26	2	false
12481	730297.5167885204	-1182412.3788709864	677213.3420332179	101	111	3.3295325304421694E12	26	6	false
12482	29417.5704258224	-1297295.138358626	20220.99306155683	100	109	3.366814745467613E12	26	6	false
12483	-29417.5704258224	1297295.138358626	-20220.99306155683	109	100	3.366814745467613E12	26	2	false
12484	-910339.0068994141	1131924.044888746	-886871.8542439518	111	96	3.391221194277212E12	26	2	false
12485	910339.0068994141	-1131924.044888746	886871.8542439518	96	111	3.391221194277212E12	26	6	false
12486	554908.1151847518	-1258941.0605110908	493530.230257713	105	111	3.4777882039794746E12	26	6	false
12487	-554908.1151847518	1258941.0605110908	-493530.230257713	111	105	3.4777882039794746E12	26	2	false
12488	-1219283.2906406028	1004878.6936794568	-574802.3882047003	115	111	3.50621412085724E12	26	3	false
12489	1219283.2906406028	-1004878.6936794568	574802.3882047003	111	115	3.50621412085724E12	26	7	false
12490	-1496579.7066343739	806962.8032078882	-1195893.726589948	113	103	3.5421287498320947E12	26	3	false
12491	1496579.7066343739	-806962.8032078882	1195893.726589948	103	113	3.5421287498320947E12	26	7	false
12494	-968071.4926765277	1173860.0676482553	-964587.2124258021	111	95	3.693057331771294E12	26	2	false
12495	968071.4926765277	-1173860.0676482553	964587.2124258021	95	111	3.693057331771294E12	26	6	false
12498	-643030.7523521222	1281192.2578842535	-573228.1747466659	112	94	3.6963957517956396E12	26	2	false
12499	643030.7523521222	-1281192.2578842535	573228.1747466659	94	112	3.6963957517956396E12	26	6	false
12518	-564099.475114991	1301055.000373446	-476725.8621941981	112	98	3.703696445818504E12	26	2	false
12519	564099.475114991	-1301055.000373446	476725.8621941981	98	112	3.703696445818504E12	26	6	false
12644	1099229.3651883826	-1125418.3531120212	714986.4754314868	108	116	3.741438136335203E12	26	6	false
12645	-1099229.3651883826	1125418.3531120212	-714986.4754314868	116	108	3.741438136335203E12	26	2	false
12648	1936456.1877596416	-56722.85436050512	1304823.3381241104	106	119	3.75629753152621E12	26	7	false
12649	-1936456.1877596416	56722.85436050512	-1304823.3381241104	119	106	3.75629753152621E12	26	3	false
12652	411787.1313697761	-1341402.10644587	301267.06865100446	102	112	3.768287863916584E12	26	6	false
12653	-411787.1313697761	1341402.10644587	-301267.06865100446	112	102	3.768287863916584E12	26	2	false
12658	385386.84264180483	-1347468.4495498685	49841.95738367154	110	116	3.779865463546073E12	26	6	false
12659	-385386.84264180483	1347468.4495498685	-49841.95738367154	116	110	3.779865463546073E12	26	2	false
12662	-727080.5265467362	1281873.7960789246	-681595.0826919138	112	79	3.8150469502310645E12	26	2	false
12663	727080.5265467362	-1281873.7960789246	681595.0826919138	79	112	3.8150469502310645E12	26	6	false
12666	-1170700.922975739	1107328.615530385	-864939.5605240584	113	106	3.8228939766011255E12	26	3	false
12667	1170700.922975739	-1107328.615530385	864939.5605240584	106	113	3.8228939766011255E12	26	7	false
12668	-1916423.6668845527	275408.6794055081	-1305618.583583107	114	107	3.824379552379007E12	26	3	false
12669	1916423.6668845527	-275408.6794055081	1305618.583583107	107	114	3.824379552379007E12	26	7	false
12672	-688357.1343466537	1301594.4213565749	-632134.129354697	112	89	3.862131619819052E12	26	2	false
12673	688357.1343466537	-1301594.4213565749	632134.129354697	89	112	3.862131619819052E12	26	6	false
12674	714461.0933736498	-1294584.9710440587	665690.0327336376	84	112	3.8623551484509644E12	26	6	false
