#	x	y	z
79	-2582011.0372833423	5072981.892623027	-2861418.305747326	false
81	-2558516.3760280875	5089333.97005634	-2853474.1447622525	false
82	-2562076.266598316	5079493.842330438	-2867777.6255945647	false
83	-2571183.6138976347	5069247.009783803	-2877740.533373758	false
84	-2584269.4479492554	5060362.45944994	-2881653.032442629	false
85	-2527102.5824249205	5099744.09141823	-2862866.3503464744	false
86	-2533819.7605621684	5081276.853276047	-2889640.8014398175	false
87	-2550871.770325498	5062078.991429819	-2908272.768479828	false
88	-2575330.624351133	5045460.6308156	-2915585.738435598	false
89	-2603040.6249289745	5034258.500422944	-2910337.069119089	false
90	-2480846.4416050664	5084010.105876786	-2930509.030274126	false
91	-2512741.219786327	5048056.295973561	-2965282.4814962265	false
92	-2558341.8568608076	5017029.097465098	-2978917.081528545	false
93	-2610022.7898052274	4996166.226344954	-2969132.040753217	false
94	-2659119.933026735	4988932.118428413	-2937563.3609325397	false
95	-2441070.3799296636	5019714.1914784955	-3071365.4676868794	false
96	-2525676.682771634	4961981.705701382	-3096665.2783903647	false
97	-2621637.403026119	4923355.169830081	-3078511.360830406	false
98	-2713312.2927256986	4910000.841191282	-3019845.8804456433	false
99	-2785211.117146343	4923992.387185836	-2930279.6801432376	false
100	-2461556.5934369536	4852617.385028998	-3313983.2002925687	false
101	-2638226.995159673	4781940.215590488	-3280616.8774377108	false
102	-2808850.6831538375	4757688.497446067	-3172443.69548391	false
103	-2945119.63625532	4783109.3918711	-3006289.386193187	false
104	-3021865.1134444876	4854593.977811364	-2809072.7200883874	false
105	-2713996.619342595	4606550.81398672	-3464614.401106601	false
106	-2966748.868612606	4457230.608212465	-3452700.0240101595	false
107	-3227486.0787834725	4501891.020362405	-3147372.2137744096	false
108	-3382257.535385911	4628605.869032587	-2779565.195040821	false
109	-3393181.1842868314	4823199.814603176	-2410955.4120749966	false
110	-3695572.6056122505	3914763.346486009	-3406906.523175818	false
111	-3953180.952879958	4051642.698801968	-2923387.212640812	false
112	-3970393.1961109494	4345901.366076291	-2436957.1569094346	false
113	-4361353.0702191265	3286529.6852367264	-3281305.079529787	false
114	-4345441.177683529	2585467.3534778524	-3875840.623063933	false
115	-5070184.157992347	2832359.408161365	-2619277.3406119547	false
116	-4683620.269777491	3529376.5038442044	-2489346.0311177876	false
117	-4375218.757715273	732171.8274697231	-4572857.557063863	false
118	-5075412.622318319	466378.09052453586	-3822606.3346741023	false
119	-3929507.414217202	2520774.420452824	-4335240.339681615	false
