117.0662712,-26.49930084
117.0675367,-26.50099838
117.0656276,-26.50147109
117.0684461,-26.50043286
117.0653223,-26.50311003
117.0662476,-26.50070238
117.068344,-26.49948289
117.0663186,-26.50041668
117.0656031,-26.50077403
117.066543,-26.49966916
117.0674682,-26.50161052
117.0657071,-26.49653656
117.0668121,-26.49993342
117.065741,-26.49702338
117.0684211,-26.49820589
117.0678841,-26.50126865
117.0630816,-26.5020349
117.0671668,-26.50083561
117.0697087,-26.50216832
117.0673464,-26.49738582
117.0714775,-26.4996636
117.0709247,-26.49773595
117.0696357,-26.49619978
117.0678333,-26.49532071
117.0658292,-26.49525072
117.0724829,-26.49876373
117.0714772,-26.49650495
117.0696397,-26.4948505
117.0672882,-26.49408644
117.0648292,-26.49434489
117.073556,-26.49749248
117.0719405,-26.49490711
117.0694131,-26.49320235
117.0664108,-26.49267296
117.0634528,-26.49341049
117.0746482,-26.49575614
117.072232,-26.49287666
117.0688536,-26.49122887
117.065097,-26.49109769
117.0616118,-26.49250579
117.0756838,-26.49344868
117.0722396,-26.49034749
117.0678317,-26.48891529
117.0632224,-26.48939975
117.0592087,-26.49171708
117.0765523,-26.4904536
117.0718147,-26.4872581
117.0661871,-26.48626579
117.0606423,-26.48764825
117.0561392,-26.49116644
117.0770987,-26.48664762
117.0707659,-26.4835589
117.0637243,-26.483313
117.0571915,-26.48595244
117.052297,-26.49102083
117.0771128,-26.48190678
117.0688505,-26.4792222
117.0602106,-26.48013029
117.052687,-26.48447404
117.0475807,-26.49150236
117.0743505,-26.46918188
117.0611513,-26.46872096
117.0489058,-26.47366846
117.0397313,-26.48316893
117.0352142,-26.49557964
117.0563284,-26.4413688
117.0333747,-26.45064269
117.0161775,-26.4684509
117.0077104,-26.49171424
117.0094373,-26.51641025
117.0042623,-26.40748186
116.972027,-26.44086259
116.9561557,-26.4844687
116.9593927,-26.5307603
116.9811783,-26.57173318
116.8892682,-26.38914948
116.8595183,-26.47088726
116.8655859,-26.55765884
116.906422,-26.63446079
116.9749661,-26.68801337
116.6783739,-26.44542944
116.6897472,-26.60807901
116.7662921,-26.75204143
116.8947754,-26.8524244
117.0529821,-26.89186979
116.3601317,-26.70258967
116.5036075,-26.97244442
116.7444475,-27.16061453
117.041014,-27.23455711
117.3420173,-27.18148203
116.0111041,-27.38560156
116.462572,-27.7383619
117.0185719,-27.87698988
117.5828962,-27.77748387
118.0578864,-27.45707297
115.9335992,-28.8217096
116.9764495,-29.08173216
118.0349546,-28.8950865
118.9255499,-28.29420105
119.4943735,-27.38327866
116.8971246,-31.3434727
118.8859028,-30.9927798
120.5569129,-29.86453477
121.6220925,-28.15583197
121.9013491,-26.16233103
120.5050031,-32.94341803
123.6479845,-32.81583171
125.6375209,-29.60487168
126.1567974,-25.86704513
125.1269698,-22.23627099
133.3503519,-32.32713783
134.2953936,-27.31349322
132.4147742,-22.48912696
143,-31
149.2481636,-37.47080893
150.8110708,-24.27554532
143,-23
170.5,-45.87
174.75,-36.87
147.32,-42.88
