#	x	y	z
0	-2590934.9259001184	5084082.761605078	-2842654.4647940313
1	-2587324.979512895	5084067.530997605	-2842823.390337577
2	-2584937.1094105043	5082858.106910456	-2842870.43019505
3	-2584182.7413145136	5080664.35360619	-2842767.114607486
4	-2585190.419477675	5077866.553883613	-2843033.5212987387
5	-2581135.735959157	5090080.917691888	-2842793.934975127
6	-2576664.693558382	5087811.4077041	-2842672.581066979
7	-2575257.013637734	5083696.09040535	-2842765.504507724
8	-2577149.4491043193	5078449.91133663	-2842801.0649710046
9	-2582011.0372833423	5072981.892623027	-2842691.117253491
10	-2561132.6737036197	5097059.22228986	-2842884.3049805583
11	-2558516.3760280875	5089333.97005634	-2842379.3805154376
12	-2562076.266598316	5079493.842330438	-2842717.414365457
13	-2571183.6138976347	5069247.009783803	-2842427.826351374
14	-2584269.4479492554	5060362.45944994	-2842545.50284251
15	-2527102.5824249205	5099744.09141823	-2842850.285206477
16	-2533819.7605621684	5081276.853276047	-2842926.5352540207
17	-2550871.770325498	5062078.991429819	-2842807.1928829607
18	-2575330.624351133	5045460.6308156	-2842939.811915055
19	-2603040.6249289745	5034258.500422944	-2842463.8943927535
20	-2480846.4416050664	5084010.105876786	-2842690.5639646314
21	-2512741.219786327	5048056.295973561	-2842498.737302421
22	-2558341.8568608076	5017029.097465098	-2842345.8657726506
23	-2610022.7898052274	4996166.226344954	-2842258.384447243
24	-2525676.682771634	4961981.705701382	-2842251.4193099462
25	-2621637.403026119	4923355.169830081	-2842601.0154020563
26	-2808850.6831538375	4757688.497446067	-2842376.2348428527
27	-3227486.0787834725	4501891.020362405	-2842211.59086373
28	-3382257.535385911	4628605.869032587	-2842135.553992166
29	-3393181.1842868314	4823199.814603176	-2842161.274187801
30	-3695572.6056122505	3914763.346486009	-2842474.508589427
31	-3953180.952879958	4051642.698801968	-2842217.2244945085
32	-3970393.1961109494	4345901.366076291	-2842047.571478076
33	-4361353.0702191265	3286529.6852367264	-2841994.887532438
34	-4345441.177683529	2585467.3534778524	-2842068.2851320314
35	-5070184.157992347	2832359.408161365	-2842301.716681349
36	-4683620.269777491	3529376.5038442044	-2842015.159420704
37	-4375218.757715273	732171.8274697231	-2841851.1730457563
38	-5075412.622318319	466378.09052453586	-2841838.1180453557
39	-3929507.414217202	2520774.420452824	-2841978.251022727
