#	x	y	z
0	-2594366.2036108533	5077225.678985362	-2842654.4647940313
1	-2594440.019254008	5077093.376907975	-2842823.390337577
2	-2594260.1768037174	5077158.93509086	-2842870.43019505
3	-2594533.3708933704	5077077.182732887	-2842767.114607486
4	-2594196.121192377	5077100.341884345	-2843033.5212987387
5	-2594332.471574421	5077164.8259834135	-2842793.934975127
6	-2594545.7713773227	5077123.77602497	-2842672.581066979
7	-2594345.213125197	5077174.2339135185	-2842765.504507724
8	-2594273.742668804	5077190.842690367	-2842801.0649710046
9	-2594381.973915689	5077197.099316652	-2842691.117253491
10	-2594420.1286428305	5077069.432712943	-2842884.3049805583
11	-2594378.61603937	5077373.3419809025	-2842379.3805154376
12	-2594399.8539156616	5077173.239122905	-2842717.414365457
13	-2594370.631278178	5077350.301047257	-2842427.826351374
14	-2594581.4335305267	5077176.700593402	-2842545.50284251
15	-2594464.7008716	5077065.704896156	-2842850.285206477
16	-2594021.837571748	5077249.296750108	-2842926.5352540207
17	-2594410.916529452	5077117.317955703	-2842807.1928829607
18	-2594606.0656879474	5076943.33134847	-2842939.811915055
19	-2594504.7131956145	5077261.594824451	-2842463.8943927535
20	-2594819.3542925646	5076973.889644812	-2842690.5639646314
21	-2594813.893662746	5077084.082983944	-2842498.737302421
22	-2594734.352885132	5077210.318401524	-2842345.8657726506
23	-2594594.477540975	5077330.772478116	-2842258.384447243
24	-2594418.4602887696	5077424.615131518	-2842251.4193099462
25	-2594928.7611789797	5076968.110165881	-2842601.0154020563
26	-2594890.6443806477	5077113.440066744	-2842376.2348428527
27	-2594765.1670307573	5077269.738818661	-2842211.59086373
28	-2594574.033132933	5077409.977471383	-2842135.553992166
29	-2594350.287217894	5077509.909268479	-2842161.274187801
30	-2595052.552464418	5076975.6664738115	-2842474.508589427
31	-2594967.772299159	5077163.037515682	-2842217.2244945085
32	-2594782.2912235614	5077352.80068346	-2842047.571478076
33	-2594528.182955778	5077512.143470231	-2841994.887532438
34	-2594249.399209387	5077613.506101899	-2842068.2851320314
35	-2595188.537383888	5077002.896077718	-2842301.716681349
36	-2595039.4413794107	5077239.5188043015	-2842015.159420704
37	-2594777.254701527	5077465.303548815	-2841851.1730457563
38	-2594447.305643855	5077641.213108876	-2841838.1180453557
39	-2594106.662573605	5077736.8230251	-2841978.251022727
40	-2595332.40128447	5077057.906547407	-2842072.0857162387
41	-2595097.2075342895	5077350.877373724	-2841763.458045022
42	-2594738.9104803237	5077613.761495434	-2841620.9239642723
43	-2594319.4895535666	5077801.088606535	-2841669.13814202
