117.066271188572, -26.4993008391329, 0, 100, CORE-0
117.067536713016, -26.5009983819792, 0, 100, CORE-1
117.065627613057, -26.5014710852229, 0, 100, CORE-2
117.068446119748, -26.5004328649714, 0, 100, CORE-3
117.065322300897, -26.5031100266086, 0, 100, CORE-4
117.066247594032, -26.500702378976, 0, 100, CORE-5
117.068343993236, -26.4994828869968, 0, 100, CORE-6
117.066318571274, -26.5004166817393, 0, 100, CORE-7
117.065603079253, -26.5007740264572, 0, 100, CORE-8
117.066543016612, -26.4996691624157, 0, 100, CORE-9
117.067468193808, -26.5016105185637, 0, 100, CORE-10
117.065707140323, -26.4965365578027, 0, 100, CORE-11
117.066812071471, -26.4999334239253, 0, 100, CORE-12
117.065740969145, -26.4970233841994, 0, 100, CORE-13
117.068421056432, -26.498205894299, 0, 100, CORE-14
117.067884129768, -26.5012686546753, 0, 100, CORE-15
117.063081605483, -26.5020348995149, 0, 100, CORE-16
117.067166761144, -26.5008356055051, 0, 100, CORE-17
117.069708740915, -26.5021683184483, 0, 100, CORE-18
117.067346393185, -26.4973858177245, 0, 100, CORE-19
117.071477465926, -26.4996635963784, 0, 100, CENT-0
117.070924723088, -26.4977359530158, 0, 100, CENT-1
117.069635724188, -26.4961997839433, 0, 100, CENT-2
117.067833348843, -26.4953207067501, 0, 100, CENT-3
117.065829244125, -26.4952507218712, 0, 100, CENT-4
117.072482865052, -26.4987637295801, 0, 100, CENT-5
117.071477192094, -26.4965049511252, 0, 100, CENT-6
117.069639736162, -26.4948504983691, 0, 100, CENT-7
117.067288210075, -26.4940864412268, 0, 100, CENT-8
117.06482921406, -26.4943448921225, 0, 100, CENT-9
117.07355602889, -26.4974924784383, 0, 100, CENT-10
117.071940511625, -26.4949071103628, 0, 100, CENT-11
117.069413099224, -26.4932023491685, 0, 100, CENT-12
117.066410804248, -26.4926729635602, 0, 100, CENT-13
117.063452750786, -26.4934104891223, 0, 100, CENT-14
117.074648203566, -26.4957561433451, 0, 100, CENT-15
117.072232031735, -26.4928766618652, 0, 100, CENT-16
117.068853558279, -26.4912288702577, 0, 100, CENT-17
117.065096951957, -26.4910976866743, 0, 100, CENT-18
117.061611764157, -26.4925057939497, 0, 100, CENT-19
117.075683782493, -26.4934486843499, 0, 100, CENT-20
117.072239552029, -26.4903474852873, 0, 100, CENT-21
117.067831719592, -26.4889152937089, 0, 100, CENT-22
117.063222439484, -26.4893997485698, 0, 100, CENT-23
117.059208698156, -26.4917170832157, 0, 100, CENT-24
117.076552254673, -26.4904536019846, 0, 100, CENT-25
117.071814731074, -26.4872581019425, 0, 100, CENT-26
117.066187060874, -26.4862657918473, 0, 100, CENT-27
117.060642319457, -26.4876482511526, 0, 100, CENT-28
117.056139243056, -26.4911664400541, 0, 100, CENT-29
117.077098696427, -26.4866476153828, 0, 100, CENT-30
117.070765896171, -26.4835589022981, 0, 100, CENT-31
117.063724302369, -26.4833130044242, 0, 100, CENT-32
117.057191470735, -26.4859524397467, 0, 100, CENT-33
117.05229698728, -26.4910208258394, 0, 100, CENT-34
117.077112793059, -26.4819067848212, 0, 100, CENT-35
117.068850504404, -26.4792222044877, 0, 100, CENT-36
117.060210610855, -26.4801302938918, 0, 100, CENT-37
117.052687028809, -26.4844740360748, 0, 100, CENT-38
117.047580653953, -26.4915023583872, 0, 100, CENT-39
117.074350490261, -26.469181883263, 0, 100, OUT-0
117.061151330487, -26.468720958448, 0, 100, OUT-1
117.048905823512, -26.4736684645043, 0, 100, OUT-2
117.039731329208, -26.4831689321601, 0, 100, OUT-3
117.03521420013, -26.4955796438618, 0, 100, OUT-4
117.056328404363, -26.4413688028286, 0, 100, OUT-5
117.033374733002, -26.4506426886275, 0, 100, OUT-6
117.016177546331, -26.4684509012864, 0, 100, OUT-7
117.007710388499, -26.4917142365069, 0, 100, OUT-8
117.009437301423, -26.516410254192, 0, 100, OUT-9
117.004262328999, -26.4074818584683, 0, 100, OUT-10
116.972026957932, -26.4408625923468, 0, 100, OUT-11
116.956155657316, -26.4844687000439, 0, 100, OUT-12
116.959392675786, -26.530760301926, 0, 100, OUT-13
116.981178313867, -26.5717331840063, 0, 100, OUT-14
116.889268245305, -26.3891494767484, 0, 100, OUT-15
116.859518287556, -26.470887259353, 0, 100, OUT-16
116.865585910369, -26.5576588421634, 0, 100, OUT-17
116.906422035301, -26.634460791737, 0, 100, OUT-18
116.974966053815, -26.6880133705302, 0, 100, OUT-19
116.678373871194, -26.4454294401657, 0, 100, OUT-20
116.689747191396, -26.6080790135496, 0, 100, OUT-21
116.766292075561, -26.7520414311309, 0, 100, OUT-22
116.894775381048, -26.8524243967499, 0, 100, OUT-23
117.052982061879, -26.8918697901541, 0, 100, OUT-24
116.360131689071, -26.7025896668828, 0, 100, OUT-25
116.503607505491, -26.9724444249277, 0, 100, OUT-26
116.744447459693, -27.1606145270783, 0, 100, OUT-27
117.041013964179, -27.2345571092663, 0, 100, OUT-28
117.342017328594, -27.1814820336615, 0, 100, OUT-29
116.011104066849, -27.3856015555973, 0, 100, REM-0
116.46257195581, -27.7383618989734, 0, 100, REM-1
117.018571858256, -27.8769898779171, 0, 100, REM-2
117.582896186152, -27.7774838699163, 0, 100, REM-3
118.057886375705, -27.457072970351, 0, 100, REM-4
115.933599197247, -28.8217095965512, 0, 100, REM-5
116.97644949253, -29.0817321584955, 0, 100, REM-6
118.034954558469, -28.8950864959557, 0, 100, REM-7
118.92554988266, -28.2942010495997, 0, 100, REM-8
119.494373475758, -27.383278661578, 0, 100, REM-9
